Date,Medio,Program,Original Title,Duration,Ordered Qty,Insertion,Confidence
2025-11-07,"TVN","Novela Estelar","-",35,1,0,0
2025-11-07,"TVN","Novela Estelar","-",10,1,0,0
2025-11-09,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-11-09,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-11-10,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-10,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-10,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-10,"TVN","Novela Estelar","-",35,1,0,0
2025-11-11,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-11,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-11,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-11-11,"TVN","Jelou","-",35,1,0,0
2025-11-11,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-11,"TVN","Novela Estelar","-",10,1,0,0
2025-11-12,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-12,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-12,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-12,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-12,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-12,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-12,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-12,"TVN","Novela Estelar","-",10,1,0,0
2025-11-13,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-13,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-13,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-13,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-13,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-13,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-13,"TVN","Noticiero Matutino","-",35,1,0,0
2025-11-13,"TVN","Novela Estelar","-",10,1,0,0
2025-11-14,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-14,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-14,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-14,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-11-14,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-11-14,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-11-14,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-11-14,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-14,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-14,"TVN","Novela Estelar","-",10,1,0,0
2025-11-17,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-17,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-17,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-17,"TVN","Novela Estelar","-",35,1,0,0
2025-11-18,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-18,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-18,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-11-18,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-11-18,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-18,"TVN","Novela Estelar","-",10,1,0,0
2025-11-19,"MEDCOM","Loteria","-",35,1,0,0
2025-11-19,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-19,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-19,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-19,"TVN","Jelou","-",10,1,0,0
2025-11-19,"TVN","Loteria","-",35,1,0,0
2025-11-19,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-19,"TVN","Noticiero Matutino","-",35,1,0,0
2025-11-19,"TVN","Novela Estelar","-",35,1,0,0
2025-11-20,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-20,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-20,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-11-20,"TVN","Novela Estelar","-",35,1,0,0
2025-11-20,"TVN","Novela Estelar","-",10,1,0,0
2025-11-21,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-21,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-21,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-21,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-11-21,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-11-21,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-21,"TVN","Noticiero Matutino","-",35,1,0,0
2025-11-21,"TVN","Novela Estelar","-",10,1,0,0
2025-11-22,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-11-22,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-11-24,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-24,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-24,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-11-24,"TVN","Jelou","-",35,1,0,0
2025-11-25,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-25,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-25,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-25,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-25,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-25,"TVN","Novela Estelar","-",10,1,0,0
2025-11-26,"MEDCOM","Loteria","-",35,1,0,0
2025-11-26,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-26,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-26,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-11-26,"TVN","Jelou","-",10,1,0,0
2025-11-26,"TVN","Loteria","-",35,1,0,0
2025-11-26,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-26,"TVN","Noticiero Matutino","-",35,1,0,0
2025-11-26,"TVN","Novela Estelar","-",35,1,0,0
2025-11-27,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-27,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-27,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-27,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-27,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-27,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-27,"TVN","Novela Estelar","-",10,1,0,0
2025-11-28,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-28,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-28,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-11-28,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-11-28,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-11-28,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-11-28,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-28,"TVN","Novela Estelar","-",35,1,0,0
2025-11-29,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-11-29,"TVN","Not. Fin de Semana","-",10,1,0,0
2025-12-01,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-01,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-01,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-02,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-02,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-02,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-02,"TVN","Jelou","-",10,1,0,0
2025-12-03,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-03,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-03,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-12-03,"TVN","Jelou","-",35,1,0,0
2025-12-04,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-04,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-04,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-05,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-05,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-05,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-05,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-06,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-12-06,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-12-07,"MEDCOM","Loteria","-",35,1,0,0
2025-12-08,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-09,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-09,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-09,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-10,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-10,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-10,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-10,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-11,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-11,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-11,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-11,"TVN","Jelou","-",10,1,0,0
2025-12-14,"MEDCOM","Loteria","-",35,1,0,0
2025-12-15,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-15,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-15,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-15,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-15,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-16,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-16,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-16,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-17,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-17,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-17,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-17,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-17,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-18,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-18,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-18,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-18,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-18,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-19,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-19,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-19,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-21,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-12-21,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-12-22,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-22,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-22,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-22,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-22,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-12-22,"TVN","Jelou","-",35,1,0,0
2025-12-23,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-23,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-23,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-23,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-23,"TVN","Jelou","-",10,1,0,0
2025-12-24,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-26,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-28,"MEDCOM","Loteria","-",35,1,0,0
2025-12-29,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-29,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-12-29,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-29,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-29,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-12-30,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-30,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-12-30,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-30,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-12-31,"MEDCOM","Noticiero Matutino","-",35,1,0,0
